siteid,yr,startdate,enddate,ppt,HgConc,HgDep,crit1,crit2,crit3,samplecount
OR10,2003,2002-12-31,2003-12-30,231.788,2.982,6.910,99,99,100,53
OR10,2004,2003-12-30,2004-12-28,188.265,3.700,6.966,99,99,100,52
OR10,2005,2004-12-28,2006-01-03,209.385,4.113,8.612,99,99,100,53
OR10,2006,2006-01-03,2007-01-02,246.786,3.614,8.916,99,99,100,52
OR10,2010,2009-12-29,2010-12-28,243.658,3.774,9.193,97,99,100,52
PA00,2000,2000-11-14,2001-01-02,9.208,-9.000,-9.000,8,12,86,6
PA00,2001,2001-01-02,2002-01-01,59.835,11.591,6.935,84,98,90,51
PA00,2002,2002-01-01,2002-12-31,101.925,7.729,7.877,86,99,97,52
PA00,2003,2002-12-31,2003-12-30,118.009,8.714,10.282,90,95,94,52
PA00,2004,2003-12-30,2004-12-28,128.023,7.773,9.951,86,99,92,52
PA00,2005,2004-12-28,2006-01-03,105.143,7.718,8.115,94,99,99,54
PA00,2006,2006-01-03,2007-01-02,108.145,7.522,8.134,96,99,99,53
PA00,2007,2007-01-02,2007-12-31,95.053,9.767,9.284,94,99,100,52
PA00,2008,2007-12-31,2008-12-23,118.595,8.499,10.078,89,96,94,49
PA00,2009,2008-12-30,2009-12-29,125.028,6.074,7.594,88,99,91,53
PA00,2010,2009-12-29,2010-12-28,102.012,6.135,6.258,92,99,97,53
PA00,2011,2010-12-28,2011-12-30,156.058,8.148,12.714,99,99,100,52
PA00,2012,2011-12-30,2013-01-02,118.618,8.560,10.153,99,99,100,53
PA00,2013,2013-01-02,2013-12-31,106.131,6.804,7.220,96,99,98,52
PA00,2014,2013-12-31,2014-12-30,114.884,8.432,9.686,97,99,97,52
PA00,2015,2014-12-30,2015-12-29,116.103,5.817,6.753,92,99,96,52
PA00,2016,2015-12-29,2017-01-03,92.609,6.842,6.335,94,99,86,53
PA00,2017,2017-01-03,2018-01-02,104.318,5.778,6.027,97,99,100,52
PA00,2018,2018-01-02,2019-01-02,172.358,4.449,7.666,90,99,96,52
PA00,2019,2019-01-02,2019-07-02,61.857,-9.000,-9.000,48,48,100,26
PA13,1997,1997-01-07,1997-12-30,118.271,9.184,10.862,97,99,99,51
PA13,1998,1997-12-30,1998-12-29,95.994,10.175,9.766,100,100,100,52
PA13,1999,1998-12-29,1999-12-28,97.111,9.252,8.985,95,99,100,52
PA13,2000,1999-12-28,2001-01-02,92.442,9.226,8.529,83,99,91,53
PA13,2001,2001-01-02,2002-01-02,80.550,14.815,11.933,84,100,91,52
PA13,2002,2002-01-02,2002-12-31,103.709,9.253,9.595,92,100,96,52
PA13,2003,2002-12-31,2003-12-30,136.588,8.507,11.618,90,100,96,52
PA13,2004,2003-12-30,2004-12-28,139.729,8.014,11.196,93,100,94,53
PA13,2005,2004-12-28,2006-01-03,100.889,6.684,6.743,98,100,99,53
PA13,2006,2006-01-03,2007-01-03,112.624,8.359,9.413,96,100,99,52
PA13,2007,2007-01-03,2008-01-02,112.259,7.999,8.980,92,100,96,52
PA13,2008,2008-01-02,2008-12-30,109.069,8.909,9.716,86,100,84,52
PA13,2009,2008-12-30,2009-12-29,99.289,7.225,7.174,92,100,97,52
PA13,2010,2009-12-29,2010-12-28,116.089,6.111,7.094,89,100,95,52
PA13,2011,2010-12-28,2012-01-03,150.805,8.305,12.523,98,99,99,53
PA13,2012,2012-01-03,2013-01-02,126.644,9.087,11.507,98,100,98,52
PA13,2013,2013-01-02,2013-12-30,101.676,9.024,9.175,92,100,90,51
PA13,2014,2013-12-30,2014-12-31,107.479,8.854,9.515,95,100,96,52
PA13,2015,2014-12-31,2015-12-29,107.163,7.213,7.729,98,99,99,52
PA13,2016,2015-12-29,2017-01-03,106.655,8.447,9.009,88,99,92,52
PA13,2017,2017-01-03,2018-01-03,122.961,-9.000,-9.000,68,100,75,49
PA13,2018,2018-01-03,2018-12-31,170.383,5.717,9.739,89,100,90,53
PA13,2019,2018-12-31,2020-01-01,68.174,-9.000,-9.000,48,50,100,32
PA13,2020,2020-01-01,2020-12-29,112.522,6.262,7.045,93,99,94,51
PA13,2021,2020-12-29,2021-12-28,126.390,6.901,8.722,96,99,100,52
PA13,2022,2021-12-28,2023-01-03,131.191,15.592,20.455,92,99,96,53
PA18,2013,2013-10-15,2013-12-31,21.158,-9.000,-9.000,15,20,72,11
PA18,2014,2013-12-31,2014-12-30,95.348,8.576,8.177,100,100,100,52
PA18,2015,2014-12-30,2015-12-28,108.814,7.140,7.769,96,99,100,52
PA18,2016,2015-12-28,2017-01-03,91.643,8.274,7.583,99,99,100,53
PA18,2017,2017-01-03,2018-01-02,116.662,6.516,7.601,88,99,84,49
PA18,2018,2018-01-02,2018-07-03,57.912,-9.000,-9.000,50,50,100,26
PA19,2006,2006-05-23,2007-01-02,94.746,-9.000,-9.000,43,61,80,32
PA19,2007,2007-01-02,2007-06-26,36.474,-9.000,-9.000,43,48,85,25
PA21,2010,2010-03-30,2010-09-27,50.927,-9.000,-9.000,48,50,100,26
PA21,2011,2011-08-04,2012-01-03,59.258,-9.000,-9.000,42,42,100,22
PA21,2012,2012-01-03,2013-01-02,110.388,8.281,9.140,92,99,94,52
PA21,2013,2013-01-02,2013-12-31,103.505,9.107,9.425,98,100,100,52
PA21,2014,2013-12-31,2014-12-30,115.982,10.057,11.664,95,100,97,52
PA21,2015,2014-12-30,2015-12-29,108.306,8.095,8.767,96,99,96,51
PA21,2016,2015-12-29,2017-01-03,105.486,8.740,9.219,98,99,100,53
PA21,2017,2017-01-03,2017-06-20,59.853,-9.000,-9.000,46,46,100,24
PA29,2010,2010-06-02,2010-09-28,45.695,-9.000,-9.000,32,32,100,16
PA29,2011,2011-09-06,2012-01-03,53.365,-9.000,-9.000,25,33,77,15
PA29,2012,2012-01-03,2013-01-01,113.219,7.164,8.111,99,99,100,52
PA29,2013,2013-01-01,2013-12-31,109.293,7.199,7.868,99,99,100,49
PA29,2014,2013-12-31,2014-12-27,136.051,6.969,9.481,99,99,100,51
PA29,2015,2014-12-27,2015-12-29,123.780,7.329,9.071,94,99,96,51
PA29,2016,2015-12-29,2017-01-03,121.081,7.310,8.850,99,99,100,53
PA29,2017,2017-01-03,2017-06-27,82.840,-9.000,-9.000,48,48,100,25
PA30,2000,2000-06-20,2001-01-02,57.665,-9.000,-9.000,52,54,97,28
PA30,2001,2001-01-02,2002-01-02,83.639,9.117,7.625,80,97,80,48
PA30,2002,2002-01-02,2002-12-31,98.947,8.730,8.637,98,99,100,52
PA30,2003,2002-12-31,2003-12-30,102.417,10.299,10.547,97,99,99,52
PA30,2004,2003-12-30,2005-01-03,125.420,8.701,10.913,88,99,94,53
PA30,2005,2005-01-03,2006-01-03,100.230,8.959,8.980,96,99,96,50
PA30,2006,2006-01-03,2007-01-02,110.351,8.151,8.995,94,100,98,51
PA30,2007,2007-01-02,2007-12-31,103.335,7.857,8.119,96,99,98,51
PA30,2008,2007-12-31,2008-12-30,118.309,8.169,9.663,93,99,94,51
PA30,2009,2008-12-30,2009-12-29,99.314,7.421,7.370,95,99,100,52
PA30,2010,2009-12-29,2010-12-28,104.343,8.988,9.378,90,99,85,52
PA30,2011,2010-12-28,2012-01-04,144.040,8.212,11.827,97,99,98,51
PA30,2012,2012-01-04,2013-01-02,103.984,8.829,9.180,100,100,100,52
PA30,2013,2013-01-02,2013-12-31,126.111,10.107,12.746,99,99,100,52
PA30,2014,2013-12-31,2014-12-31,109.104,8.258,9.010,99,99,100,52
PA30,2015,2014-12-31,2015-12-30,98.450,8.723,8.588,85,99,85,48
PA30,2016,2015-12-30,2017-01-04,105.766,8.076,8.541,96,99,97,52
PA30,2017,2017-01-04,2018-01-02,120.654,7.360,8.879,91,98,91,50
PA30,2018,2018-01-02,2019-01-03,119.152,5.966,7.107,83,99,85,51
PA30,2019,2019-01-03,2019-12-31,97.028,6.368,6.179,94,96,100,52
PA30,2020,2019-12-31,2020-09-16,65.430,-9.000,-9.000,56,71,80,33
PA37,1999,1999-05-27,1999-12-28,49.476,-9.000,-9.000,59,59,100,31
PA37,2000,1999-12-28,2001-01-02,84.751,11.284,9.562,93,99,99,53
PA37,2001,2001-01-02,2002-01-01,95.248,9.945,9.472,92,97,100,51
PA37,2002,2002-01-01,2002-12-30,110.187,8.305,9.150,94,99,97,52
PA37,2003,2002-12-30,2003-12-30,124.931,10.090,12.606,96,99,90,53
PA37,2004,2003-12-30,2004-12-28,127.037,8.166,10.373,96,99,97,52
PA37,2005,2004-12-28,2006-01-03,101.169,7.798,7.889,90,99,96,54
PA37,2006,2006-01-03,2007-01-02,101.597,8.689,8.828,94,99,98,52
PA37,2007,2007-01-02,2007-12-31,112.003,8.003,8.962,92,99,99,52
PA37,2008,2007-12-31,2008-02-04,9.449,-9.000,-9.000,8,10,98,5
PA37,2010,2010-07-27,2011-01-04,36.788,-9.000,-9.000,37,44,64,22
PA37,2011,2011-01-04,2011-12-28,156.186,18.608,29.063,95,99,97,49
PA37,2012,2011-12-28,2013-01-01,96.374,8.887,8.564,92,98,99,47
PA37,2013,2013-01-01,2013-12-31,97.942,8.289,8.117,95,99,98,49
PA37,2014,2013-12-31,2014-12-31,84.746,11.893,10.079,88,98,92,45
PA37,2015,2014-12-31,2016-01-13,95.074,11.339,10.780,81,99,86,46
PA37,2016,2016-01-13,2017-01-03,102.941,-9.000,-9.000,70,92,66,42
PA37,2017,2017-01-03,2018-01-10,119.996,-9.000,-9.000,63,96,72,42
PA42,2010,2010-03-02,2011-01-04,77.699,-9.000,-9.000,82,84,99,44
PA42,2011,2011-01-04,2012-01-03,137.287,6.922,9.503,96,100,97,52
PA42,2012,2012-01-03,2013-01-02,108.280,7.838,8.486,96,99,96,52
PA42,2013,2013-01-02,2013-12-31,98.755,6.928,6.842,93,100,90,54
PA42,2014,2013-12-31,2014-12-30,96.974,8.718,8.453,96,100,95,52
PA42,2015,2014-12-30,2015-12-29,102.348,7.415,7.589,92,99,94,52
PA42,2016,2015-12-29,2017-01-02,76.860,7.052,5.419,98,98,100,53
PA42,2017,2017-01-02,2018-01-01,118.415,6.934,8.210,94,99,96,51
PA42,2018,2018-01-01,2018-12-31,158.133,5.402,8.542,96,100,97,51
PA42,2019,2018-12-31,2019-03-03,20.895,-9.000,-9.000,17,17,100,9
PA47,2002,2002-11-26,2002-12-31,12.573,-9.000,-9.000,8,10,54,5
PA47,2003,2002-12-31,2003-12-30,136.994,7.608,10.421,94,99,100,53
PA47,2004,2003-12-30,2004-12-28,119.173,8.830,10.523,90,99,89,52
PA47,2005,2004-12-28,2006-01-03,112.742,7.403,8.346,94,99,94,53
PA47,2006,2006-01-03,2007-01-02,123.723,7.989,9.883,94,99,100,52
PA47,2007,2007-01-02,2008-01-02,94.074,8.306,7.814,92,99,99,52
PA47,2008,2008-01-02,2008-12-30,107.601,8.165,8.786,98,99,96,52
PA47,2009,2008-12-30,2009-12-29,118.037,6.587,7.775,97,99,100,52
PA47,2010,2009-12-29,2010-12-28,109.545,6.519,7.141,90,99,87,52
PA47,2011,2010-12-28,2012-01-03,149.420,6.581,9.832,94,99,96,54
PA47,2012,2012-01-03,2013-01-01,106.705,7.090,7.565,89,99,93,54
PA47,2013,2013-01-01,2013-12-30,124.257,6.285,7.808,88,99,93,52
PA47,2014,2013-12-30,2014-12-30,113.771,8.662,9.855,94,99,96,50
PA47,2015,2014-12-30,2015-12-29,111.963,8.314,9.309,82,99,85,52
PA47,2016,2015-12-29,2017-01-03,92.824,6.559,6.088,96,99,100,53
PA47,2017,2017-01-03,2017-06-27,49.180,-9.000,-9.000,46,48,100,25
PA52,2007,2007-07-31,2007-12-31,45.491,-9.000,-9.000,42,42,100,22
PA52,2008,2007-12-31,2008-12-30,103.251,7.911,8.168,92,99,97,52
PA52,2009,2008-12-30,2009-12-29,92.456,6.697,6.191,94,100,100,52
PA52,2010,2009-12-29,2010-12-28,108.814,7.129,7.756,98,100,97,52
PA52,2011,2010-12-28,2012-01-03,139.014,-9.000,-9.000,77,99,67,48
PA52,2012,2012-01-03,2013-01-01,103.039,6.903,7.113,93,100,88,52
PA52,2013,2013-01-01,2013-12-31,84.023,8.095,6.801,98,100,97,52
PA52,2014,2013-12-31,2014-12-30,92.177,6.775,6.244,94,100,100,52
PA52,2015,2014-12-30,2015-12-28,95.671,9.360,8.955,94,99,95,52
PA52,2016,2015-12-28,2017-01-03,79.680,7.867,6.268,92,99,99,53
PA52,2017,2017-01-03,2017-05-30,42.931,-9.000,-9.000,39,40,100,20
PA60,1999,1999-11-23,1999-12-28,11.062,-9.000,-9.000,10,10,100,5
PA60,2000,1999-12-28,2001-01-02,119.642,10.489,12.549,99,99,100,53
PA60,2001,2001-01-02,2002-01-02,75.071,10.887,8.172,90,99,94,51
PA60,2002,2002-01-02,2002-12-31,119.753,8.408,10.069,91,99,90,49
PA60,2003,2002-12-31,2003-12-30,138.905,8.753,12.158,92,96,98,50
PA60,2004,2003-12-30,2005-01-04,143.769,8.711,12.522,90,99,92,49
PA60,2005,2005-01-04,2006-01-03,114.616,8.646,9.909,92,99,82,51
PA60,2006,2006-01-03,2007-01-02,134.265,-9.000,-9.000,76,99,63,52
PA60,2007,2007-01-02,2008-01-02,113.636,-9.000,-9.000,76,99,71,52
PA60,2008,2008-01-02,2008-12-30,116.442,9.264,10.787,94,99,99,52
PA60,2009,2008-12-30,2009-12-29,131.216,5.911,7.756,96,100,100,52
PA60,2010,2009-12-29,2010-12-28,124.206,6.155,7.645,88,100,99,52
PA60,2011,2010-12-28,2012-01-03,154.678,7.242,11.202,96,100,99,54
PA60,2012,2012-01-03,2013-01-02,111.245,7.688,8.553,100,100,100,52
PA60,2013,2013-01-02,2013-12-31,128.930,6.020,7.760,94,100,93,50
PA60,2014,2013-12-31,2014-12-30,119.380,7.579,9.047,98,100,97,52
PA60,2015,2014-12-30,2015-12-29,118.466,6.087,7.210,96,99,93,52
PA60,2016,2015-12-29,2017-01-02,100.025,7.144,7.146,99,99,100,53
PA60,2017,2017-01-02,2017-05-29,43.764,-9.000,-9.000,39,40,100,21
PA72,2000,2000-09-14,2001-01-02,28.327,-9.000,-9.000,24,30,91,16
PA72,2001,2001-01-02,2002-01-02,89.408,9.395,8.399,98,99,100,52
PA72,2002,2002-01-02,2002-12-31,118.669,8.332,9.887,92,99,96,52
PA72,2003,2002-12-31,2003-12-30,153.170,7.609,11.653,90,99,86,52
PA72,2004,2003-12-30,2004-12-28,131.394,9.645,12.672,98,99,99,52
PA72,2005,2004-12-28,2006-01-04,152.349,5.364,8.172,97,99,98,54
PA72,2006,2006-01-04,2007-01-03,134.849,7.497,10.108,92,99,91,52
PA72,2007,2007-01-03,2008-01-02,129.333,6.478,8.377,80,99,82,52
PA72,2008,2008-01-02,2008-12-30,137.334,7.919,10.874,95,99,99,51
PA72,2009,2008-12-30,2009-12-30,117.167,6.246,7.318,86,99,93,51
PA72,2010,2009-12-30,2010-12-29,139.769,6.264,8.754,91,99,95,50
PA72,2011,2010-12-29,2012-01-03,214.153,5.688,12.179,94,99,96,51
PA72,2012,2012-01-03,2013-01-02,121.992,7.719,9.415,92,99,94,51
PA72,2013,2013-01-02,2013-12-31,119.405,5.790,6.874,99,99,100,50
PA72,2014,2013-12-31,2015-01-07,117.686,7.491,8.815,88,100,89,47
PA72,2015,2015-01-07,2016-01-08,121.006,-9.000,-9.000,74,99,76,34
PA72,2016,2016-01-08,2016-12-14,99.517,-9.000,-9.000,44,93,39,36
PA72,2017,2017-01-19,2017-06-30,57.963,-9.000,-9.000,12,44,19,15
PA90,1997,1997-01-07,1997-12-29,75.980,9.499,7.217,93,99,97,51
PA90,1998,1997-12-29,1998-12-29,83.598,8.971,7.500,98,99,94,52
PA90,1999,1998-12-29,1999-12-28,80.054,8.560,6.852,92,99,97,52
PA90,2000,1999-12-28,2001-01-02,77.100,9.686,7.468,77,99,83,53
PA90,2001,2001-01-02,2001-12-31,74.850,-9.000,-9.000,69,100,84,52
PA90,2002,2001-12-31,2002-12-31,84.425,7.360,6.213,98,99,100,52
PA90,2003,2002-12-31,2003-12-30,109.936,7.130,7.837,94,99,94,52
PA90,2004,2003-12-30,2004-12-28,118.112,7.062,8.341,100,100,100,53
PA90,2005,2004-12-28,2006-01-03,105.888,6.368,6.743,96,100,100,53
PA90,2006,2006-01-03,2007-01-02,102.007,8.401,8.570,90,100,93,52
PA90,2007,2007-01-02,2007-12-31,89.408,8.477,7.578,98,100,96,52
PA90,2008,2007-12-31,2008-12-30,92.384,7.658,7.074,96,100,99,52
PA90,2009,2008-12-30,2009-12-29,82.220,6.767,5.563,96,100,100,52
PA90,2010,2009-12-29,2010-12-28,91.923,6.582,6.049,96,99,100,52
PA90,2011,2010-12-28,2012-01-03,135.609,6.426,8.713,98,99,100,53
PA90,2012,2012-01-03,2013-01-01,87.122,7.767,6.767,96,100,92,52
PA90,2013,2013-01-01,2013-12-31,83.261,7.491,6.237,90,99,89,52
PA90,2014,2013-12-31,2014-12-30,84.252,7.089,5.972,84,100,85,50
PA90,2015,2014-12-30,2015-12-28,88.113,6.752,5.948,99,99,100,52
PA90,2016,2015-12-28,2017-01-02,85.801,7.882,6.763,99,99,100,53
PA90,2017,2017-01-02,2018-01-02,111.289,6.202,6.902,98,100,100,51
PA90,2018,2018-01-02,2019-01-01,128.464,4.748,6.099,94,99,99,52
PA90,2019,2019-01-01,2019-07-02,56.210,-9.000,-9.000,50,50,100,26
PQ04,1998,1998-04-14,1998-12-29,62.079,-9.000,-9.000,71,71,100,37
PQ04,1999,1998-12-29,1999-12-28,65.531,8.792,5.761,99,99,100,52
PQ04,2000,1999-12-28,2001-01-02,79.949,8.642,6.908,97,99,99,52
PQ04,2001,2001-01-02,2002-01-01,59.406,8.936,5.309,95,99,99,52
PQ04,2002,2002-01-01,2002-12-31,76.708,7.436,5.703,95,99,97,52
PQ04,2003,2002-12-31,2003-12-30,97.388,8.227,8.012,92,99,99,52
PQ04,2004,2003-12-30,2004-12-28,72.388,6.869,4.972,90,99,99,52
PQ04,2005,2004-12-28,2006-01-03,115.671,6.641,7.682,98,99,100,53
PQ04,2006,2006-01-03,2007-01-02,104.138,6.832,7.114,94,99,96,52
PQ04,2007,2007-01-02,2007-09-04,54.807,-9.000,-9.000,59,67,96,35
PQ05,1998,1998-04-15,1998-12-29,76.606,-9.000,-9.000,65,71,95,35
PQ05,1999,1998-12-29,1999-12-29,96.384,5.575,5.372,90,96,92,49
PQ05,2000,1999-12-29,2001-01-02,95.619,4.711,4.504,90,99,97,53
PQ05,2001,2001-01-02,2002-01-01,97.038,6.308,6.120,78,99,96,52
PQ05,2002,2002-01-01,2002-12-31,80.384,4.407,3.543,76,100,83,52
PQ05,2003,2002-12-31,2003-12-30,93.858,4.301,4.036,90,99,98,51
PQ05,2004,2003-12-30,2004-12-28,84.602,5.586,4.726,90,100,95,51
PQ05,2005,2004-12-28,2006-01-03,98.237,4.523,4.443,94,99,97,52
PQ05,2006,2006-01-03,2007-01-02,98.995,4.991,4.940,88,99,87,53
PQ05,2007,2007-01-02,2007-09-04,46.136,-9.000,-9.000,60,65,99,31
PQ17,2009,2009-12-08,2009-12-29,4.674,-9.000,-9.000,4,6,90,3
PQ17,2010,2009-12-29,2010-12-28,91.415,6.808,6.223,94,99,93,52
PQ17,2011,2010-12-28,2012-01-03,107.086,-9.000,-9.000,30,99,21,25
PQ17,2012,2012-01-03,2013-01-01,103.480,6.280,6.497,94,99,98,52
PQ17,2013,2013-01-01,2013-12-31,112.776,4.852,5.471,90,99,92,52
PQ17,2014,2013-12-31,2014-12-30,114.402,4.086,4.673,93,99,99,52
PQ17,2015,2014-12-30,2015-12-29,109.957,4.532,4.983,94,99,96,52
PQ17,2016,2015-12-29,2017-01-03,110.566,5.388,5.957,98,99,100,53
PQ17,2017,2017-01-03,2017-04-04,17.958,-9.000,-9.000,25,25,100,13
PR20,2014,2014-08-06,2014-12-30,164.643,-9.000,-9.000,40,40,100,19
PR20,2015,2014-12-30,2015-12-29,203.386,7.832,15.927,99,99,100,52
PR20,2016,2015-12-29,2016-12-27,334.737,9.246,30.946,96,99,99,53
PR20,2017,2017-01-10,2018-01-02,365.337,-9.000,-9.000,62,100,63,49
PR20,2018,2018-01-02,2018-12-26,310.329,8.270,25.661,100,100,100,50
PR20,2019,2018-12-26,2019-12-31,284.515,9.879,28.104,94,100,96,52
PR20,2020,2019-12-31,2020-12-29,337.484,5.599,18.892,84,100,89,39
PR20,2021,2020-12-29,2022-02-15,314.909,-9.000,-9.000,49,100,58,31
PR20,2022,2022-02-15,2023-01-03,281.381,-9.000,-9.000,64,79,85,40
SC03,2001,2001-01-29,2002-01-02,87.108,11.438,9.963,89,92,99,48
SC03,2002,2002-01-02,2002-12-31,99.986,12.393,12.390,91,99,93,52
SC03,2003,2002-12-31,2003-01-21,.851,-9.000,-9.000,6,6,100,3
SC03,2007,2007-05-15,2008-01-02,57.456,-9.000,-9.000,58,64,96,33
SC03,2008,2008-01-02,2008-12-30,102.565,9.296,9.533,98,99,100,52
SC03,2009,2008-12-30,2009-12-29,119.233,8.396,10.010,88,99,88,52
SC03,2010,2009-12-29,2011-01-04,88.890,-9.000,-9.000,81,100,68,53
SC03,2011,2011-01-04,2012-01-03,86.681,10.723,9.295,75,100,76,52
SC03,2012,2012-01-03,2013-01-02,108.534,11.101,12.048,97,99,100,52
SC03,2013,2013-01-02,2013-12-31,144.196,9.273,13.371,95,99,96,55
SC03,2014,2013-12-31,2014-12-30,118.364,9.152,10.833,98,99,94,52
SC03,2015,2014-12-30,2015-12-29,136.677,8.571,11.715,90,99,90,50
SC03,2016,2015-12-29,2017-01-01,132.234,8.280,10.948,89,99,94,50
SC03,2017,2017-02-28,2017-06-13,32.868,-9.000,-9.000,27,29,100,15
SC05,2004,2004-03-02,2004-12-28,104.177,-9.000,-9.000,68,82,85,47
SC05,2005,2004-12-28,2006-01-03,160.198,6.139,9.833,99,99,100,53
SC05,2006,2006-01-03,2007-01-02,92.626,7.386,6.841,97,99,100,52
SC05,2007,2007-01-02,2007-12-31,112.079,6.851,7.677,99,99,100,52
SC05,2008,2007-12-31,2008-12-30,139.219,6.500,9.049,96,99,91,52
SC05,2009,2008-12-30,2009-12-29,114.993,6.415,7.376,99,99,100,52
SC05,2010,2009-12-29,2010-12-28,114.818,8.936,10.259,99,99,100,52
SC05,2011,2010-12-28,2012-01-03,96.751,7.510,7.265,99,99,100,53
SC05,2012,2012-01-03,2013-01-02,112.539,8.596,9.674,99,99,100,53
SC05,2013,2013-01-02,2013-12-31,134.112,7.151,9.589,93,99,98,50
SC05,2014,2013-12-31,2014-12-30,130.607,7.790,10.173,84,99,92,52
SC05,2015,2014-12-30,2015-12-29,176.382,-9.000,-9.000,96,99,67,52
SC05,2016,2015-12-29,2017-01-03,158.471,5.645,8.946,94,99,100,53
SC05,2017,2017-01-03,2018-01-02,177.216,7.077,12.542,98,99,100,52
SC05,2018,2018-01-02,2019-01-02,174.668,4.925,8.601,93,95,99,52
SC05,2019,2019-01-02,2019-12-31,128.165,5.286,6.775,92,92,100,49
SC05,2020,2019-12-31,2020-12-29,171.374,6.242,10.695,99,99,100,52
SC05,2021,2020-12-29,2021-12-28,105.004,6.028,6.329,99,99,100,52
SC05,2022,2021-12-28,2023-01-03,112.446,6.212,6.985,97,99,99,53
SC09,2005,2005-11-08,2006-01-03,18.116,-9.000,-9.000,15,15,100,8
SC09,2006,2006-01-03,2007-01-03,113.825,8.472,9.643,99,99,100,52
SC09,2007,2007-01-03,2008-01-03,103.335,8.732,9.022,99,99,100,51
SC09,2008,2008-01-03,2008-12-30,118.329,9.476,11.213,98,99,100,52
SC09,2009,2008-12-30,2009-01-06,.508,-9.000,-9.000,2,2,100,1
SC19,1996,1996-03-05,1996-12-31,73.152,-9.000,-9.000,51,71,67,31
SC19,1997,1996-12-31,1997-12-31,130.609,10.849,14.168,96,99,98,49
SC19,1998,1997-12-31,1998-12-29,109.552,11.576,12.682,99,99,100,44
SC19,1999,1998-12-29,1999-12-28,69.613,10.541,7.337,94,99,92,52
SC19,2000,1999-12-28,2000-12-26,90.881,-9.000,-9.000,74,96,81,48
SC19,2001,2001-01-16,2002-01-02,88.936,10.084,8.967,94,96,100,50
SC19,2002,2002-01-02,2002-12-31,100.329,9.709,9.741,96,99,93,52
SC19,2003,2002-12-31,2003-12-30,121.149,10.485,12.702,98,99,98,52
SC19,2004,2003-12-30,2004-12-28,88.109,10.026,8.833,94,99,100,56
SC19,2005,2004-12-28,2006-01-03,116.106,10.147,11.781,98,99,100,53
SC19,2006,2006-01-03,2007-01-02,97.697,7.443,7.271,94,97,95,52
SC19,2007,2007-01-02,2008-01-02,83.988,8.850,7.433,99,99,100,52
SC19,2008,2008-01-02,2008-12-30,121.957,10.894,13.285,97,99,97,52
SC19,2009,2008-12-30,2009-12-29,120.258,8.037,9.665,99,99,100,52
SC19,2010,2009-12-29,2010-12-29,110.315,9.107,10.046,99,99,100,53
SC19,2011,2010-12-29,2012-01-03,95.541,9.892,9.450,99,99,100,53
SC19,2012,2012-01-03,2013-01-02,104.013,10.632,11.059,96,99,99,52
SC19,2013,2013-01-02,2013-12-30,142.265,8.412,11.966,99,99,100,52
SC19,2014,2013-12-30,2014-12-30,131.724,6.970,9.181,96,99,98,52
SC19,2015,2014-12-30,2015-12-29,163.220,-9.000,-9.000,90,99,66,52
SC19,2016,2015-12-29,2017-01-03,157.138,7.817,12.282,94,99,91,50
SC19,2017,2017-01-03,2018-01-02,119.287,8.712,10.392,98,99,100,52
SC19,2018,2018-01-02,2019-01-02,143.054,8.293,11.863,86,97,88,51
SC19,2019,2019-01-02,2019-12-31,107.188,7.413,7.945,92,98,92,50
SC19,2020,2019-12-31,2020-06-30,72.339,-9.000,-9.000,50,50,100,25
SD18,2007,2007-03-21,2008-01-02,52.451,-9.000,-9.000,43,79,72,42
SD18,2008,2008-01-02,2008-12-30,78.181,-9.000,-9.000,54,97,81,52
SD18,2009,2008-12-30,2009-12-30,50.114,-9.000,-9.000,74,99,89,51
SD18,2010,2009-12-30,2010-12-28,67.926,12.698,8.625,86,99,98,51
SD18,2011,2010-12-28,2012-01-03,51.892,-9.000,-9.000,73,99,90,53
SD18,2012,2012-01-03,2013-01-02,27.858,16.726,4.659,98,99,100,52
SD18,2013,2013-01-02,2013-12-31,53.744,13.202,7.095,94,99,99,52
SD18,2014,2013-12-31,2014-12-30,58.697,13.524,7.938,92,99,99,50
SD18,2015,2014-12-30,2015-12-30,40.811,14.477,5.908,88,99,97,51
SD18,2016,2015-12-30,2017-01-01,46.802,17.265,8.080,85,91,98,50
SD18,2017,2017-01-03,2018-01-02,27.080,21.421,5.801,90,99,85,52
SD18,2018,2018-01-02,2019-01-02,39.993,-9.000,-9.000,78,92,74,49
SD18,2019,2019-01-02,2020-01-02,82.093,-9.000,-9.000,71,99,72,51
SD18,2020,2020-01-02,2020-03-10,2.388,-9.000,-9.000,8,19,67,10
SK12,2001,2001-05-31,2002-01-01,15.192,-9.000,-9.000,46,59,87,31
SK12,2002,2002-01-01,2002-12-31,33.931,9.314,3.160,76,99,91,52
SK12,2003,2002-12-31,2003-12-30,18.414,12.014,2.212,90,98,91,52
SK12,2004,2003-12-30,2004-12-28,32.714,9.865,3.227,86,99,84,52
SK12,2005,2004-12-28,2006-01-03,26.467,13.736,3.635,86,99,89,53
SK12,2006,2006-01-03,2007-01-02,38.263,-9.000,-9.000,70,99,90,52
SK12,2007,2007-01-02,2008-01-05,26.161,-9.000,-9.000,68,99,81,40
SK12,2008,2008-01-05,2009-01-04,30.714,-9.000,-9.000,67,100,84,38
SK12,2009,2009-01-04,2009-12-28,29.872,8.503,2.540,81,100,93,40
SK12,2010,2009-12-28,2011-01-05,51.130,7.900,4.039,75,99,92,48
